os --> olhos -|- 97
os --> dentes -|- 3
os --> de -|- 3
os --> cuidados -|- 3
onde --> está -|- 3
olhos --> mas -|- 3
olhos --> claros -|- 3
oleos --> da -|- 3
of --> any -|- 3
obra --> de -|- 3
obliqua --> e -|- 3
o --> verso -|- 3
o --> segundo -|- 3
o --> rosto -|- 3
o --> relogio -|- 3
o --> pé -|- 3
o --> protonotario -|- 3
o --> numero -|- 3
o --> muro -|- 3
o --> mundo -|- 3
o --> motivo -|- 3
o --> gato -|- 3
o --> dono -|- 3
o --> defuncto -|- 3
o --> costume -|- 3
o --> corpo -|- 3
o --> chão -|- 3
o --> café -|- 3
o --> cadaver -|- 3
nós --> a -|- 3
não --> vae -|- 3
não --> tendo -|- 3
não --> podiam -|- 3
não --> poderia -|- 3
não --> parecia -|- 3
não --> não -|- 3
não --> nos -|- 3
não --> imagina -|- 3
não --> fizesse -|- 3
não --> eu -|- 3
não --> acabava -|- 3
noticias --> de -|- 3
nome --> de -|- 3
no --> segundo -|- 3
no --> quarto -|- 3
no --> nosso -|- 3
no --> meu -|- 3
no --> domingo -|- 3
no --> cemiterio -|- 3
no --> Flamengo -|- 3
nessa --> occasião -|- 3
nem --> tudo -|- 3
nem --> podia -|- 3
nem --> outros -|- 3
nem --> assim -|- 3
nas --> mãos -|- 3
na --> terra -|- 3
na --> roça -|- 3
na --> praia -|- 3
na --> parede -|- 3
na --> bocca -|- 3
na --> alma -|- 3
mãos --> presas -|- 3
mãos --> com -|- 3
mão --> esquerda -|- 3
mão --> de -|- 3
mãe --> lhe -|- 3
mãe --> a -|- 3
mãe --> Não -|- 3
minutos --> de -|- 3
minha --> parte -|- 3
minha --> mão -|- 3
minha --> historia -|- 3
minha --> entrada -|- 3
minha --> edade -|- 3
mim --> os -|- 3
mim --> mas -|- 3
mim --> como -|- 3
meus --> olhos -|- 3
meu --> velho -|- 3
meu --> nome -|- 3
meu --> Panegyrico -|- 3
mentira --> é -|- 3
menos --> e -|- 3
meio --> de -|- 3
me --> lembrou -|- 3
me --> dar -|- 3
me --> contou -|- 3
me --> chamava -|- 3
me --> acudiu -|- 3
mas --> uma -|- 3
mas --> tinha -|- 3
mas --> os -|- 3
mas --> elle -|- 3
mas --> como -|- 3
mas --> aqui -|- 3
mas --> José -|- 3
mais --> perto -|- 3
mais --> depressa -|- 3
luz --> e -|- 3
logo --> logo -|- 3
libras --> esterlinas -|- 3
lhe --> dizia -|- 3
lhe --> digo -|- 3
lhe --> dera -|- 3
lhe --> dei -|- 3
leitor --> amigo -|- 3
já --> me -|- 3
jantar --> com -|- 3
isto --> que -|- 3
isso --> é -|- 3
isso --> me -|- 3
interior --> da -|- 3
in --> any -|- 3
in --> a -|- 3
ideias --> que -|- 3
ideia --> não -|- 3
ideia --> e -|- 3
ia --> para -|- 3
hora --> da -|- 3
homem --> de -|- 3
havia --> de -|- 3
ha --> nada -|- 3
ha --> dias -|- 3
graça --> e -|- 3
graça --> de -|- 3
grandes --> e -|- 3
gosto --> que -|- 3
gesto --> que -|- 3
gesto --> para -|- 3
gente --> e -|- 3
fui --> á -|- 3
fui --> para -|- 3
força --> que -|- 3
foi --> como -|- 3
foi --> ao -|- 3
flòr --> do -|- 3
final --> do -|- 3
filho --> é -|- 3
filha --> de -|- 3
figura --> de -|- 3
ficámos --> a -|- 3
felicidade --> que -|- 3
feio --> como -|- 3
fazer --> um -|- 3
fazer --> o -|- 3
falta --> de -|- 3
falava --> e -|- 3
falando --> do -|- 3
eu --> é -|- 3
eu --> só -|- 3
eu --> sou -|- 3
eu --> podia -|- 3
eu --> para -|- 3
eu --> os -|- 3
eu --> já -|- 3
eu --> digo -|- 3
eu --> creio -|- 3
eu --> acabava -|- 3
está --> a -|- 3
estava --> tão -|- 3
esta --> palavra -|- 3
esqueceu --> o -|- 3
escura --> e -|- 3
era --> tão -|- 3
era --> já -|- 3
era --> da -|- 3
era --> agora -|- 3
era --> Capitú -|- 3
então --> o -|- 3
entre --> os -|- 3
entrar --> e -|- 3
entender --> que -|- 3
em --> volta -|- 3
em --> verso -|- 3
em --> quando -|- 3
em --> pé -|- 3
em --> nossa -|- 3
em --> Capitú -|- 3
elle --> é -|- 3
elle --> vae -|- 3
elle --> que -|- 3
elle --> foi -|- 3
elle --> disse -|- 3
elle --> Não -|- 3
egreja --> e -|- 3
edade --> e -|- 3
e --> ás -|- 3
e --> veiu -|- 3
e --> todos -|- 3
e --> toda -|- 3
e --> tambem -|- 3
e --> suas -|- 3
e --> quando -|- 3
e --> porque -|- 3
e --> outro -|- 3
e --> outras -|- 3
e --> olhou -|- 3
e --> nós -|- 3
e --> já -|- 3
e --> fiquei -|- 3
e --> fez -|- 3
e --> este -|- 3
e --> então -|- 3
e --> entrei -|- 3
e --> dous -|- 3
e --> dei -|- 3
e --> bem -|- 3
e --> José -|- 3
e --> Deus -|- 3
duas --> vezes -|- 3
duas --> ou -|- 3
dous --> ou -|- 3
do --> seu -|- 3
do --> primeiro -|- 3
do --> pequeno -|- 3
do --> morto -|- 3
do --> filho -|- 3
do --> cemiterio -|- 3
do --> capitulo -|- 3
do --> bolso -|- 3
dizia --> elle -|- 3
dizer --> tudo -|- 3
disse-me --> elle -|- 3
diria --> o -|- 3
dias --> e -|- 3
dias --> de -|- 3
dez --> libras -|- 3
desde --> já -|- 3
desde --> a -|- 3
depois --> a -|- 3
dentro --> e -|- 3
della --> que -|- 3
della --> com -|- 3
della --> a -|- 3
deixou-se --> estar -|- 3
dei --> por -|- 3
deante --> de -|- 3
de --> varia -|- 3
de --> terceiro -|- 3
de --> taes -|- 3
de --> silencio -|- 3
de --> seis -|- 3
de --> riso -|- 3
de --> quinze -|- 3
de --> palavras -|- 3
de --> pagar -|- 3
de --> ouvir -|- 3
de --> nada -|- 3
de --> mysterios -|- 3
de --> musica -|- 3
de --> manhã -|- 3
de --> mais -|- 3
de --> loteria -|- 3
de --> lhe -|- 3
de --> homem -|- 3
de --> fóra -|- 3
de --> escrever -|- 3
de --> cór -|- 3
de --> crer -|- 3
de --> contar -|- 3
de --> cinco -|- 3
de --> cima -|- 3
de --> chita -|- 3
de --> casada -|- 3
de --> amor -|- 3
de --> amizade -|- 3
de --> ambos -|- 3
de --> algumas -|- 3
de --> algum -|- 3
de --> Homero -|- 3
dava --> a -|- 3
da --> viuva -|- 3
da --> verdade -|- 3
da --> terra -|- 3
da --> roça -|- 3
da --> pessoa -|- 3
da --> parte -|- 3
da --> parede -|- 3
da --> missa -|- 3
da --> medicina -|- 3
da --> loja -|- 3
da --> gente -|- 3
da --> filha -|- 3
da --> escada -|- 3
da --> cabeça -|- 3
da --> bocca -|- 3
cousa --> não -|- 3
cousa --> nenhuma -|- 3
cousa --> mais -|- 3
corri --> á -|- 3
corredor --> e -|- 3
coração --> que -|- 3
coração --> de -|- 3
copyright --> holder -|- 3
contar --> a -|- 3
confessar --> que -|- 3
como --> todos -|- 3
como --> no -|- 3
como --> elle -|- 3
começava --> a -|- 3
comecei --> a -|- 3
com --> palavras -|- 3
com --> muito -|- 3
com --> esta -|- 3
com --> amor -|- 3
com --> Deus -|- 3
ciumes --> de -|- 3
cima --> de -|- 3
check --> the -|- 3
ceu --> estava -|- 3
ceu --> e -|- 3
certo --> é -|- 3
case --> com -|- 3
casa --> ao -|- 3
cara --> do -|- 3
cabeça --> de -|- 3
bom --> padre -|- 3
bem --> o -|- 3
baixo --> e -|- 3
até --> o -|- 3
até --> lá -|- 3
até --> ao -|- 3
associated --> with -|- 3
assim --> que -|- 3
assim --> mesmo -|- 3
as --> que -|- 3
as --> pupillas -|- 3
as --> primeiras -|- 3
as --> meias -|- 3
as --> maneiras -|- 3
as --> ligas -|- 3
as --> licções -|- 3
as --> lettras -|- 3
as --> ideias -|- 3
are --> located -|- 3
aqui --> vae -|- 3
aqui --> um -|- 3
aqui --> mesmo -|- 3
aos --> sabbados -|- 3
aos --> embargos -|- 3
ao --> quintal -|- 3
ao --> quarto -|- 3
ao --> primeiro -|- 3
ao --> outro -|- 3
ao --> marido -|- 3
ao --> longe -|- 3
ao --> fundo -|- 3
ao --> filho -|- 3
ao --> aggregado -|- 3
any --> other -|- 3
amigas --> que -|- 3
alma --> é -|- 3
all --> the -|- 3
alguns --> dias -|- 3
algumas --> palavras -|- 3
ainda --> se -|- 3
agora --> no -|- 3
acção --> do -|- 3
acho --> que -|- 3
acabar --> o -|- 3
a --> você -|- 3
a --> virtude -|- 3
a --> vi -|- 3
a --> vara -|- 3
a --> trombeta -|- 3
a --> sensação -|- 3
a --> sege -|- 3
a --> prima -|- 3
a --> ponto -|- 3
a --> pena -|- 3
a --> obra -|- 3
a --> ninguem -|- 3
a --> narração -|- 3
a --> memoria -|- 3
a --> janella -|- 3
a --> isso -|- 3
a --> felicidade -|- 3
a --> febre -|- 3
a --> entrada -|- 3
a --> edade -|- 3
a --> dôr -|- 3
a --> doente -|- 3
a --> definição -|- 3
a --> cousa -|- 3
a --> copy -|- 3
a --> carta -|- 3
a --> cama -|- 3
a --> cada -|- 3
a --> amizade -|- 3
Uma --> ideia -|- 3
Um --> homem -|- 3
Um --> filho -|- 3
U.S --> copyright -|- 3
Tudo --> o -|- 3
Tudo --> isto -|- 3
Tal --> foi -|- 3
Sou --> homem -|- 3
Sim --> senhor -|- 3
Se --> não -|- 3
Se --> a -|- 3
Quem --> é -|- 3
Quando --> voltei -|- 3
Pois --> não -|- 3
Pensei --> em -|- 3
Parece --> que -|- 3
Os --> outros -|- 3
O --> retrato -|- 3
O --> protonotario -|- 3
O --> pae -|- 3
O --> aggregado -|- 3
Não --> senhor -|- 3
Não --> obstante -|- 3
Não --> importa -|- 3
Não --> a -|- 3
Nunca --> me -|- 3
Nosso --> Senhor -|- 3
Nem --> eu -|- 3
Mas --> se -|- 3
Já --> então -|- 3
Information --> about -|- 3
Gutenberg-tm --> trademark -|- 3
Gloria --> não -|- 3
Foi --> o -|- 3
Ezequiel --> não -|- 3
Eu --> era -|- 3
E --> porque -|- 3
E --> os -|- 3
E --> a -|- 3
Dias --> e -|- 3
Dias --> achou -|- 3
Deus --> lhe -|- 3
Desta --> vez -|- 3
Depois --> da -|- 3
De --> repente -|- 3
Com --> effeito -|- 3
Capitú --> tinha -|- 3
Capitú --> se -|- 3
Capitú --> quiz -|- 3
Capitú --> E -|- 3
Bentinho --> não -|- 3
Assim --> que -|- 3
As --> mãos -|- 3
As --> leis -|- 3
Andarahy --> e -|- 3
Amai --> rapazes -|- 3
Agora --> não -|- 3
A --> vontade -|- 3
A --> razão -|- 3
A --> mão -|- 3
A --> ideia -|- 3
A --> gente -|- 3
para --> que -|- 29
outra --> vez -|- 29
os --> meus -|- 29
of --> the -|- 29
e --> de -|- 29
a --> nossa -|- 29
é --> o -|- 28
e --> da -|- 28
Minha --> mãe -|- 28
Capitú --> e -|- 28
á --> porta -|- 27
o --> resto -|- 27
Project --> Gutenberg -|- 27
vez --> que -|- 26
the --> Project -|- 26
na --> rua -|- 26
mim --> e -|- 26
era --> um -|- 26
até --> que -|- 26
ao --> pé -|- 26
que --> nos -|- 25
o --> padre -|- 25
não --> lhe -|- 25
a --> mão -|- 25
a --> mesma -|- 25
um --> pouco -|- 24
póde --> ser -|- 24
outra --> cousa -|- 24
e --> que -|- 24
de --> José -|- 24
que --> fosse -|- 23
olhos --> de -|- 23
o --> seminario -|- 23
e --> do -|- 23
do --> ceu -|- 23
creio --> que -|- 23
com --> um -|- 23
a --> vida -|- 23
a --> cara -|- 23
Não --> é -|- 23
é --> um -|- 22
em --> mim -|- 22
e --> as -|- 22
dizer --> que -|- 22
as --> palavras -|- 22
O --> que -|- 22
na --> sala -|- 21
mãe --> e -|- 21
com --> que -|- 21
com --> as -|- 21
alguma --> cousa -|- 21
Não --> me -|- 21
que --> você -|- 20
por --> um -|- 20
o --> pae -|- 20
mas --> eu -|- 20
e --> um -|- 20
do --> seminario -|- 20
do --> meu -|- 20
da --> casa -|- 20
com --> ella -|- 20
as --> mãos -|- 20
a --> verdade -|- 20
a --> um -|- 20
a --> primeira -|- 20
a --> Capitú -|- 20
D --> Gloria -|- 20
é --> tudo -|- 2
é --> tarde -|- 2
é --> se -|- 2
é --> por -|- 2
é --> naturalmente -|- 2
é --> nada -|- 2
é --> meu -|- 2
é --> grande -|- 2
é --> capaz -|- 2
é --> boa -|- 2
é --> assim -|- 2
á --> outra -|- 2
á --> mesa -|- 2
á --> medida -|- 2
á --> força -|- 2
á --> filha -|- 2
É --> verdade -|- 2
É --> um -|- 2
É --> tarde -|- 2
«Os --> russos -|- 2
you --> received -|- 2
you --> paid -|- 2
you --> may -|- 2
work --> and -|- 2
will --> be -|- 2
where --> you -|- 2
vá --> para -|- 2
voz --> um -|- 2
voz --> repentina -|- 2
voz --> era -|- 2
voz --> baixa -|- 2
vontade --> que -|- 2
vontade --> divina -|- 2
volunteers --> and -|- 2
voltar --> de -|- 2
você --> vae -|- 2
vocação --> é -|- 2
vocação --> que -|- 2
vivia --> com -|- 2
visto --> que -|- 2
vista --> do -|- 2
visita --> a -|- 2
visinho --> Padua -|- 2
vinha --> de -|- 2
vida --> do -|- 2
viagem --> á -|- 2
vi --> o -|- 2
vezes --> eu -|- 2
vez --> por -|- 2
vez --> o -|- 2
vez --> não -|- 2
vez --> no -|- 2
vez --> na -|- 2
vez --> mais -|- 2
vez --> e -|- 2
vez --> do -|- 2
vez --> da -|- 2
verdade --> pura -|- 2
velho --> que -|- 2
velha --> sege -|- 2
vela --> aos -|- 2
varia --> especie -|- 2
vale --> nada -|- 2
vale --> a -|- 2
vagas --> e -|- 2
vae --> a -|- 2
uns --> dos -|- 2
under --> the -|- 2
uma --> tarde -|- 2
uma --> santa -|- 2
uma --> porção -|- 2
uma --> pequena -|- 2
uma --> opera -|- 2
uma --> nota -|- 2
uma --> longa -|- 2
uma --> especie -|- 2
uma --> dellas -|- 2
uma --> boa -|- 2
uma --> bella -|- 2
uma --> alma -|- 2
um --> triste -|- 2
um --> trecho -|- 2
um --> sujeito -|- 2
um --> soneto -|- 2
um --> seminarista -|- 2
um --> segredo -|- 2
um --> riso -|- 2
um --> rapaz -|- 2
um --> que -|- 2
um --> pobre -|- 2
um --> passo -|- 2
um --> para -|- 2
um --> meio -|- 2
um --> gosto -|- 2
um --> escrupulo -|- 2
um --> delles -|- 2
um --> daquelles -|- 2
um --> cavallo -|- 2
um --> caso -|- 2
um --> carro -|- 2
ultimo --> verso -|- 2
ultimo --> superlativo -|- 2
ultima --> vez -|- 2
tão --> feio -|- 2
tão --> certo -|- 2
tudo --> não -|- 2
tudo --> isso -|- 2
tudo --> ao -|- 2
trombeta --> do -|- 2
troca --> de -|- 2
tres --> annos -|- 2
trabalho --> e -|- 2
tornei --> ao -|- 2
todo --> a -|- 2
todas --> essas -|- 2
to --> provide -|- 2
to --> or -|- 2
to --> Project -|- 2
tinha --> nada -|- 2
tinha --> medo -|- 2
tinha --> já -|- 2
tinha --> e -|- 2
tinha --> agora -|- 2
this --> electronic -|- 2
the --> person -|- 2
the --> owner -|- 2
that --> you -|- 2
ternura --> e -|- 2
ter --> um -|- 2
tempo --> é -|- 2
tempo --> do -|- 2
tempo --> da -|- 2
temente --> a -|- 2
tem --> razão -|- 2
tem --> de -|- 2
tardes --> a -|- 2
tarde --> em -|- 2
tambem --> é -|- 2
tambem --> por -|- 2
tambem --> os -|- 2
tambem --> mas -|- 2
tambem --> foi -|- 2
tambem --> eu -|- 2
tal --> que -|- 2
tal --> ideia -|- 2
só --> um -|- 2
só --> lhe -|- 2
só --> elle -|- 2
só --> com -|- 2
só --> agora -|- 2
susto --> meu -|- 2
sim --> é -|- 2
sim --> sim -|- 2
sim --> que -|- 2
sim --> mas -|- 2
signaes --> de -|- 2
seu --> tio -|- 2
seu --> filho -|- 2
servia --> de -|- 2
seria --> um -|- 2
seria --> padre -|- 2
seria --> a -|- 2
ser --> uma -|- 2
ser --> tambem -|- 2
ser --> muito -|- 2
ser --> e -|- 2
ser --> assim -|- 2
separação --> mas -|- 2
seminario --> não -|- 2
sem --> pernas -|- 2
sem --> estrepito -|- 2
sem --> ella -|- 2
sem --> braços -|- 2
seja --> o -|- 2
seis --> annos -|- 2
sei --> o -|- 2
se --> tinha -|- 2
se --> possa -|- 2
se --> pinta -|- 2
se --> perde -|- 2
se --> passou -|- 2
se --> os -|- 2
se --> já -|- 2
se --> foram -|- 2
se --> fez -|- 2
se --> explica -|- 2
se --> este -|- 2
se --> estava -|- 2
se --> elles -|- 2
se --> elle -|- 2
se --> alguma -|- 2
se --> ainda -|- 2
se --> acabasse -|- 2
saí --> do -|- 2
saude --> de -|- 2
salvo --> o -|- 2
sair --> da -|- 2
sair --> com -|- 2
saber --> se -|- 2
russos --> não -|- 2
rua --> do -|- 2
rua --> da -|- 2
riso --> e -|- 2
rindo --> e -|- 2
resto --> não -|- 2
respondeu-me --> que -|- 2
respondeu --> com -|- 2
respondeu --> Capitú -|- 2
responder --> que -|- 2
refund --> of -|- 2
received --> the -|- 2
razão --> é -|- 2
razão --> do -|- 2
razão --> de -|- 2
rasos --> e -|- 2
rapazes --> e -|- 2
queria --> ir -|- 2
queria --> e -|- 2
quer --> é -|- 2
quer --> ser -|- 2
quer --> que -|- 2
quente --> e -|- 2
quem --> é -|- 2
quem --> me -|- 2
que --> vou -|- 2
que --> vem -|- 2
que --> tinham -|- 2
que --> são -|- 2
que --> sentia -|- 2
que --> senti -|- 2
que --> sem -|- 2
que --> saía -|- 2
que --> roemos -|- 2
que --> realmente -|- 2
que --> póde -|- 2
que --> prima -|- 2
que --> pensava -|- 2
que --> passava -|- 2
que --> melhor -|- 2
que --> mamãe -|- 2
que --> mais -|- 2
que --> levava -|- 2
que --> houvesse -|- 2
que --> fui -|- 2
que --> foram -|- 2
que --> fiz -|- 2
que --> falava -|- 2
que --> falaria -|- 2
que --> então -|- 2
que --> dizer -|- 2
que --> dava -|- 2
que --> contei -|- 2
que --> com -|- 2
que --> case -|- 2
que --> aqui -|- 2
que --> alguma -|- 2
que --> acabava -|- 2
que --> Ezequiel -|- 2
que --> D -|- 2
quatro --> vezes -|- 2
quasi --> todas -|- 2
quanto --> que -|- 2
quando --> é -|- 2
quando --> iamos -|- 2
qualquer --> outro -|- 2
qualquer --> outra -|- 2
protonotario --> Cabral -|- 2
proprio --> o -|- 2
prompto --> a -|- 2
promessa --> mas -|- 2
promessa --> feita -|- 2
promessa --> de -|- 2
professor --> de -|- 2
principio --> não -|- 2
primeiros --> dias -|- 2
primeiro --> verso -|- 2
primeira --> hora -|- 2
pretexto --> de -|- 2
praia --> da -|- 2
poço --> e -|- 2
poz --> o -|- 2
posted --> with -|- 2
porção --> de -|- 2
porta --> não -|- 2
porta --> dos -|- 2
por --> si -|- 2
por --> segredo -|- 2
por --> outro -|- 2
por --> nada -|- 2
por --> lhe -|- 2
por --> esse -|- 2
por --> dizer -|- 2
por --> dentro -|- 2
por --> cima -|- 2
por --> baixo -|- 2
ponto --> de -|- 2
pontas --> da -|- 2
pessoa --> e -|- 2
person --> or -|- 2
pernas --> e -|- 2
permission --> of -|- 2
perguntou-me --> se -|- 2
perguntou --> se -|- 2
perder --> o -|- 2
penso --> que -|- 2
pensava --> de -|- 2
pelo --> que -|- 2
pela --> rua -|- 2
pela --> bocca -|- 2
pegou-me --> na -|- 2
pegou --> em -|- 2
pegou --> do -|- 2
pegam --> de -|- 2
passou --> a -|- 2
passado --> e -|- 2
particular --> que -|- 2
parte --> que -|- 2
parede --> e -|- 2
parecido --> com -|- 2
paragraph --> 1.F.3 -|- 2
para --> nada -|- 2
para --> fazer -|- 2
para --> entrar -|- 2
para --> elles -|- 2
para --> dar -|- 2
para --> S -|- 2
par --> de -|- 2
palavra --> mas -|- 2
pae --> que -|- 2
pae --> era -|- 2
padre --> que -|- 2
padre --> não -|- 2
owner --> of -|- 2
outside --> the -|- 2
outros --> mas -|- 2
outro --> modo -|- 2
outro --> dia -|- 2
outras --> vezes -|- 2
outras --> e -|- 2
outra --> maneira -|- 2
outra --> e -|- 2
ou --> uma -|- 2
ou --> um -|- 2
ou --> sem -|- 2
ou --> outro -|- 2
ou --> então -|- 2
ou --> dous -|- 2
ou --> da -|- 2
ou --> com -|- 2
os --> serviços -|- 2
os --> santos -|- 2
os --> paes -|- 2
os --> padres -|- 2
os --> motivos -|- 2
os --> modos -|- 2
os --> mais -|- 2
os --> jornaes -|- 2
os --> estudos -|- 2
os --> da -|- 2
os --> costumes -|- 2
os --> amigos -|- 2
os --> alugueis -|- 2
os --> algarismos -|- 2
or --> online -|- 2
or --> limitation -|- 2
or --> entity -|- 2
or --> distributing -|- 2
opinião --> de -|- 2
onze --> horas -|- 2
online --> at -|- 2
onde --> se -|- 2
onde --> eu -|- 2
on --> which -|- 2
on --> the -|- 2
olhos --> para -|- 2
olhos --> molhados -|- 2
olhos --> em -|- 2
olhos --> com -|- 2
oh --> flòr -|- 2
of --> electronic -|- 2
occasião --> de -|- 2
o --> vigario -|- 2
o --> velho -|- 2
o --> unico -|- 2
o --> trem -|- 2
o --> tom -|- 2
o --> theatro -|- 2
o --> soneto -|- 2
o --> somno -|- 2
o --> som -|- 2
o --> silencio -|- 2
o --> sentimento -|- 2
o --> sangue -|- 2
o --> sacristão -|- 2
o --> sabor -|- 2
o --> rato -|- 2
o --> queixo -|- 2
o --> quadro -|- 2
o --> prégão -|- 2
o --> proprio -|- 2
o --> principio -|- 2
o --> ponto -|- 2
o --> poeta -|- 2
o --> plano -|- 2
o --> olho -|- 2
o --> obsequio -|- 2
o --> negocio -|- 2
o --> nariz -|- 2
o --> menino -|- 2
o --> meio -|- 2
o --> manuscripto -|- 2
o --> maior -|- 2
o --> lenço -|- 2
o --> fundo -|- 2
o --> final -|- 2
o --> explicado -|- 2
o --> espirito -|- 2
o --> enterro -|- 2
o --> destino -|- 2
o --> dedo -|- 2
o --> contracto -|- 2
o --> collegio -|- 2
o --> coche -|- 2
o --> casamento -|- 2
o --> calor -|- 2
o --> autor -|- 2
o --> almoço -|- 2
o --> administrador -|- 2
o --> Santissimo -|- 2
o --> Manduca -|- 2
não --> vinha -|- 2
não --> um -|- 2
não --> tinham -|- 2
não --> teria -|- 2
não --> teimasse -|- 2
não --> seja -|- 2
não --> quizera -|- 2
não --> poder -|- 2
não --> pensasse -|- 2
não --> ia -|- 2
não --> hão -|- 2
não --> havia -|- 2
não --> haver -|- 2
não --> fiz -|- 2
não --> fica -|- 2
não --> faz -|- 2
não --> faria -|- 2
não --> dizia -|- 2
não --> dizem -|- 2
não --> digo -|- 2
não --> dei -|- 2
não --> dar -|- 2
não --> contando -|- 2
não --> consentiu -|- 2
não --> achar -|- 2
não --> Que -|- 2
nunca --> mais -|- 2
numero --> de -|- 2
nova --> que -|- 2
nova --> mas -|- 2
noticia --> de -|- 2
not --> agree -|- 2
nossos --> nomes -|- 2
nosso --> amor -|- 2
nossas --> relações -|- 2
nossa --> despedida -|- 2
nossa --> amizade -|- 2
nos --> dias -|- 2
nos --> cantos -|- 2
nomes --> abertos -|- 2
no --> seu -|- 2
no --> rosto -|- 2
no --> omnibus -|- 2
no --> muro -|- 2
no --> fòro -|- 2
no --> cerebro -|- 2
no --> capitulo -|- 2
no --> canapé -|- 2
no --> assumpto -|- 2
no --> alto -|- 2
no --> Rio -|- 2
no --> Cattete -|- 2
nesse --> caso -|- 2
nenhum --> dos -|- 2
nem --> menos -|- 2
nem --> me -|- 2
nem --> mais -|- 2
nem --> elle -|- 2
nego --> que -|- 2
natural --> que -|- 2
naquelle --> dia -|- 2
naquella --> tarde -|- 2
nada --> que -|- 2
nada --> ou -|- 2
nada --> nem -|- 2
nada --> O -|- 2
nada --> Então -|- 2
na --> varanda -|- 2
na --> occasião -|- 2
na --> cidade -|- 2
na --> antiga -|- 2
mão --> para -|- 2
mão --> della -|- 2
mão --> a -|- 2
mãe --> é -|- 2
mãe --> um -|- 2
mãe --> nem -|- 2
mãe --> me -|- 2
mãe --> de -|- 2
mãe --> A -|- 2
mundo --> o -|- 2
muitos --> annos -|- 2
muito --> que -|- 2
muito --> os -|- 2
muitas --> vezes -|- 2
morte --> e -|- 2
morte --> de -|- 2
mission --> of -|- 2
missa --> e -|- 2
mirando --> o -|- 2
minhas --> ideias -|- 2
minha --> senhora -|- 2
minha --> memoria -|- 2
minha --> imaginação -|- 2
minha --> gente -|- 2
minha --> esposa -|- 2
mim --> um -|- 2
mim --> para -|- 2
mim --> Não -|- 2
mim --> Eu -|- 2
mim --> A -|- 2
mil --> ave-marias -|- 2
mezes --> que -|- 2
meus --> ouvidos -|- 2
meus --> e -|- 2
meu --> quarto -|- 2
meu --> primeiro -|- 2
meu --> peccado -|- 2
meu --> collega -|- 2
meu --> caro -|- 2
meu --> Deus -|- 2
metter --> o -|- 2
mesmo --> é -|- 2
mesmo --> aos -|- 2
mesma --> opinião -|- 2
mesma --> noite -|- 2
melhor --> não -|- 2
melhor --> e -|- 2
medo --> de -|- 2
medo --> Medo -|- 2
medida --> que -|- 2
me --> vi -|- 2
me --> ver -|- 2
me --> trazia -|- 2
me --> tem -|- 2
me --> saisse -|- 2
me --> queria -|- 2
me --> perguntava -|- 2
me --> parecia -|- 2
me --> parece -|- 2
me --> ia -|- 2
me --> ha -|- 2
me --> foi -|- 2
me --> fizesse -|- 2
me --> ficou -|- 2
me --> fazia -|- 2
me --> estivesse -|- 2
me --> era -|- 2
me --> daria -|- 2
me --> conhecia -|- 2
me --> achei -|- 2
me --> achava -|- 2
materia --> do -|- 2
